# T Magnetizacion Magnetization_Absoluta Magnetization_cuadrada Susceptibilidad Energia Energia_cuadrada Capacidad_calorifica
1.000000000000000056e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+01,2.500000000000000000e+03,0.000000000000000000e+00
2.000000000000000111e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+01,2.500000000000000000e+03,0.000000000000000000e+00
3.000000000000000444e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+01,2.500000000000000000e+03,0.000000000000000000e+00
4.000000000000000222e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+01,2.500000000000000000e+03,0.000000000000000000e+00
5.000000000000000000e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+01,2.500000000000000000e+03,0.000000000000000000e+00
5.999999999999999778e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+01,2.500000000000000000e+03,0.000000000000000000e+00
7.000000000000000666e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+01,2.500000000000000000e+03,0.000000000000000000e+00
7.999999999999999334e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+01,2.500000000000000000e+03,0.000000000000000000e+00
9.000000000000000222e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+01,2.500000000000000000e+03,0.000000000000000000e+00
1.000000000000000222e+00,-9.976000000000000423e-01,9.976000000000000423e-01,9.953920000000000545e-01,4.656000000000102765e-03,-4.975999999999999801e+01,2.477920000000000073e+03,7.449600000001734001e-02
1.100000000000000089e+00,-9.991999999999999771e-01,9.991999999999999771e-01,9.984640000000000182e-01,1.440000000001540959e-03,-4.992000000000000171e+01,2.492639999999999873e+03,2.094545454544331428e-02
1.200000000000000178e+00,-9.960000000000001075e-01,9.960000000000001075e-01,9.924480000000001079e-01,8.999999999997435399e-03,-4.964000000000000057e+01,2.467360000000000127e+03,8.973333333333104178e-02
1.300000000000000266e+00,-9.976000000000000423e-01,9.976000000000000423e-01,9.953920000000000545e-01,3.581538461538541322e-03,-4.975999999999999801e+01,2.477920000000000073e+03,4.408047337279132061e-02
1.400000000000000355e+00,-9.896000000000002572e-01,9.896000000000002572e-01,9.804160000000001762e-01,1.978285714285066971e-02,-4.903999999999999915e+01,2.413920000000000073e+03,1.836408163265294546e-01
1.500000000000000000e+00,-9.848000000000002307e-01,9.848000000000002307e-01,9.709440000000000293e-01,1.854933333332679096e-02,-4.847999999999999687e+01,2.361440000000000055e+03,1.978595555555592855e-01
1.600000000000000089e+00,-9.896000000000002572e-01,9.896000000000002572e-01,9.802880000000001592e-01,1.530999999999407835e-02,-4.900000000000000000e+01,2.409760000000000218e+03,1.368750000000034106e-01
